공종,공정,공정설명,설비,물질,유해위험요인 분류,유해위험요인 원인,유해위험요인,관련근거(법규),위험 가능성,위험 중대성,위험성,감소대책
지장물 조사 및 이설 작업,지장물 조사 굴착,"전주 및 지중 전력구, 가스관 상하수도관 조사를 위해 굴착",굴삭기,,5. 기계(설비)적 요인,1.4 충돌위험부분,운전미숙으로 굴삭기와 주변근로자 충돌,-,"중
(2)","소
(1)","낮음
(2)",1. 운전원의 자격 유무 사전 확인
지장물 조사 및 이설 작업,지장물 조사 굴착,"전주 및 지중 전력구, 가스관 상하수도관 조사를 위해 굴착",,,5. 기계(설비)적 요인,"1.5넘어짐
(미끄러짐, 걸림, 헛디딤)",굴착면 바닥의 돌출물에 걸려 넘어짐,"안전보건규칙
제3조 [전도의 방지]
","중
(2)","소
(1)","낮음
(2)","1. 작업장 정리정돈
2. 전도예방조치(고정)"
지장물 조사 및 이설 작업,지장물 조사 굴착,"전주 및 지중 전력구, 가스관 상하수도관 조사를 위해 굴착",개구부,,6. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),가시설물 단부에 안전시설 미설치로 추락,"안전보건규칙
제13조 [안전난간의 구조 및 설치요건]","하
(1)","중
(2)","낮음
(2)","1. 안전난간 설치
2. 발끝막이판 설치"
지장물 조사 및 이설 작업,지장물 조사 굴착,"전주 및 지중 전력구, 가스관 상하수도관 조사를 위해 굴착",굴삭기,,6. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),굴착면 상부 추락 위험,"안전보건규칙
제13조 [안전난간의 구조 및 설치요건]","하
(1)","중
(2)","낮음
(2)","1. 안전난간 설치
2. 발끝막이판 설치"
지장물 조사 및 이설 작업,"지장물 보호, 보강","전주 및 지중 전력구, 가스관 상하수도관 보호 및 보강",개인보호구,,7. 기계(설비)적 요인,"1.2 위험한 표면
(절단, 베임 긁힘)",안전모 등 개인보호구 미착용하고 작업중 부딪히거나 찔림,"안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
지장물 조사 및 이설 작업,"지장물 보호, 보강","전주 및 지중 전력구, 가스관 상하수도관 보호 및 보강",,,7. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험부분",지장물 보강재가 파단되면서 지장물 낙하,"안전보건규칙
- 지장물 보강재 견고한 것 사용","중
(2)","소
(1)","낮음
(2)",1. 지장물 보강재 견고한 것 사용
지장물 조사 및 이설 작업,"지장물 보호, 보강","전주 및 지중 전력구, 가스관 상하수도관 보호 및 보강",굴착사면,,8. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험부분",굴착면이 작업중 붕괴,"안전보건규칙
제338조 [지반 등의 굴착 시 위험방지]","중
(2)","소
(1)","낮음
(2)",1. 굴착면의 기울기 별표11 참조
지장물 조사 및 이설 작업,"지장물 보호, 보강","전주 및 지중 전력구, 가스관 상하수도관 보호 및 보강",기타 가시설,,8. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험부분",지중 가시설물의 무리한 해체로 지장물 보강중 붕괴,"안전보건규칙
- 별도 구조 보강후 가시설물 해체","중
(2)","소
(1)","낮음
(2)",1. 별도 구조 보강후 가시설물 해체
지장물 조사 및 이설 작업,"지장물 보호, 보강","전주 및 지중 전력구, 가스관 상하수도관 보호 및 보강",,,9. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림, 헛디딤)",작업장 바닥의 돌출물에 걸려 전도,"안전보건규칙
제3조 [전도의 방지]","중
(2)","소
(1)","낮음
(2)","1. 작업장 정리정돈
2. 전도예방조치(고정)"
지장물 조사 및 이설 작업,"지장물 보호, 보강","전주 및 지중 전력구, 가스관 상하수도관 보호 및 보강",기타 가시설,,9. 기계(설비)적 요인,1.6추락위험 부분(개구부 등),지중 가시설 단부에서 작업중 추락,"안전보건규칙
제44조 [안전대의 부착설비 등]","하
(1)","중
(2)","낮음
(2)","1. 지중 가시설 단부 등 추락 위험 장소에 안전난간대 설치 또는 안전대 부착 설비 설치 및 안전대 착용 철저
2. 높이 2m이상 안전대 부착설비 설치
3. 안전대 및 부속설비 이상 유무 작업 전 점검"
지장물 조사 및 이설 작업,"지장물 보호, 보강","전주 및 지중 전력구, 가스관 상하수도관 보호 및 보강",굴착사면,,10. 기계(설비)적 요인,1.6추락위험 부분(개구부 등),굴착면 상부에서 작업중 추락,"안전보건규칙
제42조 [추락의 방지]","하
(1)","중
(2)","낮음
(2)","1. 작업발판 설치
2. 안전방망 설치(근로자 안전대 착용)"
지장물 조사 및 이설 작업,"지장물 보호, 보강","전주 및 지중 전력구, 가스관 상하수도관 보호 및 보강",굴착사면,,10. 기계(설비)적 요인,6.3 공간 및 이동통로,굴착면 상부에서 작업중 추락,"안전보건규칙
제42조 [추락의 방지]","하
(1)","중
(2)","낮음
(2)","1. 작업발판 설치
2. 안전방망 설치(근로자 안전대 착용)"
지장물 조사 및 이설 작업,지장물 이설,"전주 및 지중 전력구, 가스관 상하수도관 이설",개인보호구,,11. 기계(설비)적 요인,"1.2 위험한 표면
(절단, 베임, 긁힘)",개인보호구 미착용하고 작업중 부딪히거나 찔림,"안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
지장물 조사 및 이설 작업,지장물 이설,"전주 및 지중 전력구, 가스관 상하수도관 이설",기중기(이동식크레인 등),,11. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",자재 인양중 인양로프가 파단되어 낙하,"안전보건규칙
제163조 [와이어로프 등 달기구의 안전계수]","중
(2)","소
(1)","낮음
(2)","1. 안전계수 기준 준수
2. 최대허용하중 등의 표식"
지장물 조사 및 이설 작업,지장물 이설,"전주 및 지중 전력구, 가스관 상하수도관 이설",굴착사면,,12. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴착면이 수직으로 굴착되어 이설 작업중 토사 붕괴,"안전보건규칙
제338조 [지반 등의 굴착 시 위험방지]","중
(2)","소
(1)","낮음
(2)",1. 굴착면의 기울기 별표11 참조
지장물 조사 및 이설 작업,지장물 이설,"전주 및 지중 전력구, 가스관 상하수도관 이설",굴착사면,,12. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",주변 토사의 법면 붕괴,-,"중
(2)","소
(1)","낮음
(2)","1. 주변 토사는 붕괴 위험 없도록 굴착 구배 준수
2. 굴착면의 기울기 별표11 참조"
지장물 조사 및 이설 작업,지장물 이설,"전주 및 지중 전력구, 가스관 상하수도관 이설",기중기(이동식크레인 등),,13. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양 고리에 후크 해지장치 미설치로 인양중 로프 탈락,"안전보건규칙
제149조 [해지장치의 사용]","중
(2)","소
(1)","낮음
(2)",1. 이동식 크레인 해지장치 사용
지장물 조사 및 이설 작업,지장물 이설,"전주 및 지중 전력구, 가스관 상하수도관 이설",기중기(이동식크레인 등),,13. 기계(설비)적 요인,1.4 충돌위험 부분,인양용 로프를 1줄로 묶어 자재 하역시 흔들리며서 근로자와 충돌,-,"중
(2)","소
(1)","낮음
(2)",1. 2줄로 끈이 수평인양
지장물 조사 및 이설 작업,지장물 이설,"전주 및 지중 전력구, 가스관 상하수도관 이설",,,14. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림,
헛디딤)  ",이설 작업장 바닥의 돌출물에 걸려 넘어짐,"안전보건규칙
제3조 [전도의 방지]","중
(2)","소
(1)","낮음
(2)","1. 작업장 정리정돈
2. 전도예방조치(고정)"
지장물 조사 및 이설 작업,지장물 이설,"전주 및 지중 전력구, 가스관 상하수도관 이설",굴착사면,,14. 기계(설비)적 요인,1.6 추락위험 부분 (개구부 등),굴착면 상부에서 작업중 굴착 단부로 추락,"안전보건규칙
제43조 [개구부 등의 방호 조치]","하
(1)","중
(2)","낮음
(2)","1. 개구부 난간 등 설치
2. 개구부 표시
3. 안전방망 설치(근로자 안전대 착용)"
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴착사면,,15. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴착면이 굴착면 상부에 과적재된 토사의 중량으로 붕괴,"안전보건규칙
- 굴착된 토사는 굴착면 상부에 적재 금지 및 붕괴 위험선 바깥쪽에 적재","중
(2)","소
(1)","낮음
(2)",1.굴착된 토사는 굴착면 상부에 적재 금지 및 붕괴 위험선 바깥쪽에 적재(이격거리 준수)
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴삭기,,15. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","관리감독자 없이 근로자 단독으로 작업중 무리한 굴착으로 붕괴, 매몰","안전보건규칙
제135조 [과부하의 제한 등]","중
(2)","소
(1)","낮음
(2)",1. 적재하중 초과 금지
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴삭기,,16. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴착면을 수직으로 굴착하여 작업중 토사붕괴,"안전보건규칙
제333조 [계단 형상으로 조립하는 거푸집 동바리]","중
(2)","소
(1)","낮음
(2)","1. 굴착면은 굴착구배 준수하여 굴착, 흙막이 지보공 설치"
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴삭기,,16. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴착 작업시 지장물 현황 미파악으로 지하 매설물 파손,-,"중
(2)","소
(1)","낮음
(2)",1. 굴착 작업전 지장물 현황도를 작성
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴삭기,,17. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 작업중 바켓이 탈락되어 낙하,"안전보건규칙
제89조 [운전 시작 전 조치]","중
(2)","소
(1)","낮음
(2)","1. 근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치
2. 일정한 신호방법 및 신호자 지정"
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴삭기,,17. 기계(설비)적 요인,1.4 충돌위험 부분,굴삭기 운전원 운전미숙으로 근로자와 충돌,-,"중
(2)","중
(2)","보통
(4)",-
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",개인보호구,,18. 기계(설비)적 요인,1.4 충돌위험 부분,안전모 미착용하고 작업중 부딪힘,"안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴삭기,,18. 기계(설비)적 요인,1.4 충돌위험 부분,유도자 미배치하고 굴삭기 사용중 근로자와 충돌,"안전보건규칙
제344조 [운반기계등의 유도]","중
(2)","소
(1)","낮음
(2)",1. 운전자 유도자의 유도에 따라 운전
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴삭기,,19. 기계(설비)적 요인,1.4 충돌위험 부분,지장물 주변 굴착 작업시 장비 굴착에 의한 접촉,-,"중
(2)","소
(1)","낮음
(2)",1. 지장물 주변 굴착 작업시 인력 굴착실시
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",,,19. 기계(설비)적 요인,"1.5 넘어짐
(미끄러짐, 걸림, 헛디딤)",굴착 바닥면 돌출부에 걸려 전도,"안전보건규칙
제3조 [전도의 방지]","중
(2)","소
(1)","낮음
(2)","1. 작업장 정리정돈
2. 전도예방조치(고정)"
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",굴착사면,,20. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),굴착면 상부에서 작업시 추락,"안전보건규칙
제43조 [개구부 등의 방호 조치]","하
(1)","중
(2)","낮음
(2)","1. 굴착면 상부에는 추락 재해 예방을 위한 안전 휀스 설치 
2. 개구부 난간 등 설치
3. 개구부 표시
4. 안전방망 설치(근로자 안전대 착용)"
지장물 조사 및 이설 작업,지장물 되메움,"전주 및 지중 전력구, 가스관 상하수도관 되메움",배관,,3. 화학(물질)적 요인,3.8화재/ 폭발 위험,지장물 주변 굴착 작업시 지장물 관리 주최와의 협조체계 미흡으로 가스관 파열,-,"중
(2)","소
(1)","낮음
(2)",1. 지장물 관리 주죄와 협조체계를 구축하여 굴착시 입회하에 구락
제작장 설치 작업,제작장 부지 조성,건설현재내 부재를 제작하기 위한 제작장 부지 조성,개인보호구,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕고히, 전도위험 부분","근로자가 안전모, 안전화 등 개인보호구 미착용하고 작업중 부딪히거나 낙하","안전보건규칙
제32조 [보호구의 지급 등]","중
(2)","소
(1)","낮음
(2)","1. 근로자가 안전모, 안전화 등 개인 보호구 착용토록 관리 철저
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
3. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
제작장 설치 작업,제작장 부지 조성,건설현재내 부재를 제작하기 위한 제작장 부지 조성,경사면,부석,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕고히, 전도위험 부분",부지 조성 작업중 법면 상부의 부석 낙하,"안전보건규칙
-","중
(2)","소
(1)","낮음
(2)",1. 부석 사전 제거
제작장 설치 작업,제작장 부지 조성,건설현재내 부재를 제작하기 위한 제작장 부지 조성,경사면,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕고히, 전도위험 부분",부지 조성중 작업장 주변 법면 붕괴,"안전보건규칙
제338조 [지반 등의 굴착 시 위험방지]","중
(2)","소
(1)","낮음
(2)",1. 굴착면의 기울기 별표11참조
제작장 설치 작업,제작장 부지 조성,건설현재내 부재를 제작하기 위한 제작장 부지 조성,굴착기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕고히, 전도위험 부분",굴삭기 작업시 법면 단부로 굴삭기 도괴,"안전보건규칙
제200조 [접촉 방지]","중
(2)","소
(1)","낮음
(2)","1. 근로자 출입제한
2. 유도자 배치"
제작장 설치 작업,제작장 부지 조성,건설현재내 부재를 제작하기 위한 제작장 부지 조성,굴착기,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕고히, 전도위험 부분",굴삭기 작업중 굴삭기 버켓이 탈락되면서 낙하,"안전보건규칙
-","중
(2)","소
(1)","낮음
(2)",1. 작업전 점검
제작장 설치 작업,제작장 부지 조성,건설현재내 부재를 제작하기 위한 제작장 부지 조성,굴착기,,1. 기계(설비)적 요인,1.4 충돌위험 부분,굴삭기 운전원의 운전미숙으로 근로자와 충돌,"안전보건규칙
-","중
(2)","소
(1)","낮음
(2)","1. 운전원의 자격유무, 운전경력 등 사전 확인"
제작장 설치 작업,제작장 부지 조성,건설현재내 부재를 제작하기 위한 제작장 부지 조성,굴착기,,1. 기계(설비)적 요인,1.4 충돌위험 부분,굴삭기 운행 및 굴삭 작업시 주변 근로자와 충돌,"안전보건규칙
제200조 [접촉 방지]","중
(2)","소
(1)","낮음
(2)","1. 근로자 출입제한
2. 유도자 배치"
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,용접기,,1. 기계(설비)적 요인,"1.1 협착위험 부분(감김, 끼임)",유압잭 인근에서 작업중 잭에 협착,"안전보건규칙
제20조 [출입의 금지 등]","하
(1)","중
(2)","낮음
(2)","1. 출입금지구역관리
2. 안전지주 또는 안전블록 사용"
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,개인보호구,,1. 기계(설비)적 요인,"1.2 위험한 표면
(절단, 베임, 긁힘)",안전모 등 개인보호구 미착용하고 작업중 부딪히거나 찔림,"안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)","1. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,철골부재,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),제작장 지붕 상부에서 천막 등 설치 작업시 단부로 추락,"안전보건규칙
제44조 [안전대의 부착설비 등]","하
(1)","중
(2)","낮음
(2)","1. 높이 2m이상 안전대 부착설비 설치
2. 안전대 및 부속설비 이상 유무 작업 전 점검"
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,철골부재,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),철골 기둥보 및 조립중 철골상에서 추락,"안전보건규칙
제42조 [추락의 방지]","하
(1)","중
(2)","낮음
(2)","1. 작업발판 설치
2. 안전방망 설치(근로자 안전대 착용)"
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,철골부재,,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),제작장 단부로 추락 위험,"안전보건규칙
제44조 [안전대의 부착설비 등]","하
(1)","중
(2)","낮음
(2)","1. 높이 2m이상 안전대 부착설비 설치
2. 안전대 및 부속설비 이상 유무 작업 전 점검"
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,용접기,전류,2. 전기적요인,"2.1 감전
(안전전압초과)",교류아크용접기 사용증 감전,"안전보건규칙
제302조 [전기 기계 · 기구의 접지]","하
(1)","중
(2)","낮음
(2)","1. 전기 기계·기구의 금속제 외함, 금속제 외피 및 철대 접지"
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,용접기,,3. 화학(물질)적 요인,3.8 화재 / 폭발위험,제작장에 화재 위험,"안전보건규칙
-","하
(1)","중
(2)","낮음
(2)",1. 소화기 비치등
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,,콘크리트,5. 작업특성요인,5.6 질식위험·산소결핍,콘크리트 양생 장소에 출입하던중 질식,"안전보건규칙
제643조 [산소농도 등의 측정]","중
(2)","중
(2)","보통
(4)",1. 산소농도 측정
제작장 설치 작업,제작장 설치,현장재에 제작장 설치,,콘크리트,6. 작업환경요인,6.1 기후 / 고온 / 한랭,콘크리트 증기 양생중 증기에 화상,"안전보건규칙
제20조 [출입의 금지 등]","하
(1)","중
(2)","낮음
(2)","1. 출입금지구역관리
2. 안전지수 또는 안전블록 사용"
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,개인보호구,,1. 기계(설비)적 요인,"1.2 위험한 표면
(절단, 베임, 긁힘)",안전모 등 개인보호구 미착용하고 작업중 부딪히거나 찔림,"안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)","1. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 "
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,기중기(이동식크레인 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",이동식크레인 운전원의 운전미숙으로 인양중 자재 낙하,-,"하
(1)","중
(2)","낮음
(2)","1. 운전원 자격여부, 운전경력 파악"
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,기중기(이동식크레인 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",이동식크레인 아웃트리거 미설치로 이동식크레인 전도,-,"하
(1)","중
(2)","낮음
(2)",1. 아웃트리거 거치시 평탄한 지반에 전용 받침대를 설치하여 거치
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,기중기(이동식크레인 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",불안전하게 적재된 자재 전도 ,-,"하
(1)","중
(2)","낮음
(2)","1. 수평유지, 전도방지 조치"
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,기중기(이동식크레인 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양로프는 2줄걸이로 미체결로 자재 낙하,-,"하
(1)","중
(2)","낮음
(2)",-
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,기중기(이동식크레인 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양용 후크에 해지장치 미설치로 자재 인양중 로프 탈락,"안전보건규칙
제149조 [해지장치의 사용]","하
(1)","중
(2)","낮음
(2)",1. 이동식 크레인 해지장치 사용
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,기중기(이동식크레인 등),,1. 기계(설비)적 요인,1.4 충돌위험 부분,미유지 상태로 인양중 흔들리면서 근로자와 충돌,-,"하
(1)","중
(2)","낮음
(2)",1. 2줄걸이로 결속 수평 인양
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,기중기(이동식크레인 등),,1. 기계(설비)적 요인,1.4 충돌위험 부분,인양 작업반경내 근로자 출입으로 장비 또는 자재와 충돌,"안전보건규칙
제22조 [통로의 설치]","하
(1)","중
(2)","낮음
(2)","1. 인양 작업반경내 안전휀스 등을 설치하여 근로자가 충돌, 협착방지
2. 안전 통로 설치
3. 장애물 제거
4. 통로구획"
슬립폼(슬라이딩폼) 작업,슬립폼 제작,슬라이딩폼 제작,특수거푸집(갱폼 등),,1. 기계(설비)적 요인,1.6 추락위험 부분(개구부 등),슬립폼에 근무자가 무리하게 올라서서 작업중 추락,"안전보건규칙
제44조 [안전대의 부착설비 등]","하
(1)","중
(2)","낮음
(2)","1. 슬립폼 상부에는 안전대 부착 설비설치하여 거치
2. 높이 2m이상 안전대 부착설비 설치
3. 안전대 및 부속설비 이상 유무 작업 전 점검                                      4. 승,하강 통로 설치"
슬립폼(슬라이딩폼) 작업,슬립폼 인양,슬라이딩폼 인양,리프트,,1. 기계(설비)적 요인,"1.1 협착위험 부분(감김, 끼임)",인양용 잭(Jack) 주변에서 작업중 인양용 잭(Jack) 사이에 협착 ,"안전보건규칙
제20조 [출입의 금지 등]","하
(1)","중
(2)","낮음
(2)","1. 출입금지구역관리
2. 안전지주 또는 안전블록 사용"
슬립폼(슬라이딩폼) 작업,슬립폼 인양,슬라이딩폼 인양,개인보호구,,1. 기계(설비)적 요인,"1.2 위험한 표면
(절단, 베임, 긁힘)",근로자가 안전모 등 개인보호구 미착용하고 작업중 부딪히거나 찔림,"안전보건규칙
제32조 [보호구의 지급 등]","하
(1)","중
(2)","낮음
(2)","1. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑)지급 
2. 보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 착용"
슬립폼(슬라이딩폼) 작업,슬립폼 인양,슬라이딩폼 인양,특수거푸집(갱폼 등),자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",내부 출입시 연돌 내부로 떨어지는 물체에 맞음,"안전보건규칙
제14조 [낙하물에 의한 위험의 방지]","하
(1)","중
(2)","낮음
(2)","1. 낙하물방지망
2. 방호선반 설치
3. 출입금지구역 설정"
슬립폼(슬라이딩폼) 작업,슬립폼 인양,슬라이딩폼 인양,특수거푸집(갱폼 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",슬립폼 하부 작업대에서 견출 작업중 공구 또는 자재가 외부로 낙하,"안전보건규칙
제14조 [낙하물에 의한 위험의 방지]","하
(1)","중
(2)","낮음
(2)","1. 낙하물방지망
2. 방호선반 설치
3. 출입금지구역 설정"
슬립폼(슬라이딩폼) 작업,슬립폼 인양,슬라이딩폼 인양,기중기(이동식크레인 등),자재,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",상부에서 지상 연돌 출입구 쪽으로 자재 낙하,"안전보건규칙
제14조 [낙하물에 의한 위험의 방지]","하
(1)","중
(2)","낮음
(2)","1. 낙하물방지망
2. 방호선반 설치
3. 출입금지구역 설정"
슬립폼(슬라이딩폼) 작업,슬립폼 인양,슬라이딩폼 인양,작업발판,,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분",작업발판상에 철근등 자재 과적으로 작업발판 붕괴,"안전보건규칙
제56조 [작업발판의 구조]","하
(1)","중
(2)","낮음
(2)","1. 비계 높이가 2m 이상인 작업장소 작업발판 설치
- 발판재료는 견고한 것
- 작업발판의 폭은 40cm 이상, 발판재료 간의 틈 3cm 이하
- 추락위험장소 안전난간 설치(다만, 안전난간 설치 곤란시에 안전방망 설치나 안전대 착용)
- 작업발판의 지지물은 파괴우려 없는 것 사용
- 작업발판재료는 둘 이상의 지지물에 연결하거나 고정
- 작업발판 이동 시 위험 방지 조치"
슬립폼(슬라이딩폼) 작업,슬립폼 인양,슬라이딩폼 인양,기중기(이동식크레인 등),,1. 기계(설비)적 요인,"1.3 기계(설비)의 낙하, 비래, 전복, 붕괴, 전도위험 부분","리프트 점검, 보수 불량에 의한 불시 낙하",-,"하
(1)","중
(2)","낮음
(2)",1. 정기적 점검 및 유지 관리
슬립폼(슬라이딩폼) 작업,슬립폼 인양,슬라이딩폼 인양,조명,,1. 기계(설비)적 요인,"1.5 넘어짐 
(미끄러짐, 걸림, 헛디딤)",야간작업시 조명시설 미설치로 전도,-,"하
(1)","중
(2)","낮음
(2)",1. 야간작업시 조명시설 확보
